,x_density,x_temp,x_soiltype,x_soiltreat,y_biomass,parameter,y_pred
6.66,1,0,1,0,57.5,den_soiltype,57.37266749
6.67,1,0,1,0,57.5,den_soiltype,57.54360843
6.68,1,0,1,0,57.5,den_soiltype,57.70012641
6.69,1,0,1,0,57.5,den_soiltype,57.36479868
6.7,1,0,1,0,57.5,den_soiltype,57.46658549
6.71,1,0,1,0,57.5,den_soiltype,57.2342798
6.72,1,0,1,0,57.5,den_soiltype,57.54311334
6.73,1,0,1,0,57.5,den_soiltype,57.40382124
6.74,1,0,1,0,57.5,den_soiltype,57.36125935
6.75,1,0,1,0,57.5,den_soiltype,57.38300338
6.76,1,0,1,0,57.5,den_soiltype,57.56667551
6.77,1,0,1,0,57.5,den_soiltype,57.17562965
6.78,1,0,1,0,57.5,den_soiltype,57.43617337
6.79,1,0,1,0,57.5,den_soiltype,57.34794235
6.8,1,0,1,0,57.5,den_soiltype,57.35568215
6.81,1,0,1,0,57.5,den_soiltype,57.57119519
6.82,1,0,1,0,57.5,den_soiltype,57.55276314
6.83,1,0,1,0,57.5,den_soiltype,57.48394695
6.84,1,0,1,0,57.5,den_soiltype,57.58062759
6.85,1,0,1,0,57.5,den_soiltype,57.40968427
6.86,1,0,1,0,57.5,den_soiltype,57.19650535
6.87,1,0,1,0,57.5,den_soiltype,57.67316319
6.88,1,0,1,0,57.5,den_soiltype,57.46539605
6.89,1,0,1,0,57.5,den_soiltype,57.44523668
6.9,1,0,1,0,57.5,den_soiltype,57.52362769
6.91,1,0,1,0,57.5,den_soiltype,57.61488983
6.92,1,0,1,0,57.5,den_soiltype,57.56391304
6.93,1,0,1,0,57.5,den_soiltype,57.63908981
6.94,1,0,1,0,57.5,den_soiltype,57.50692019
6.95,1,0,1,0,57.5,den_soiltype,57.42435715
6.96,1,0,1,0,57.5,den_soiltype,57.45493259
6.97,1,0,1,0,57.5,den_soiltype,57.6234374
6.98,1,0,1,0,57.5,den_soiltype,57.37260968
6.99,1,0,1,0,57.5,den_soiltype,57.35695849
7,0,1,1,0,67.5,temp_soiltype,67.54702181
7.1,0,1,1,0,67.5,temp_soiltype,67.591871
7.2,0,1,1,0,67.5,temp_soiltype,67.24633752
7.3,0,1,1,0,67.5,temp_soiltype,67.61770479
7.4,0,1,1,0,67.5,temp_soiltype,67.50178877
7.5,0,1,1,0,67.5,temp_soiltype,67.47281171
7.6,0,1,1,0,67.5,temp_soiltype,67.66604316
7.7,0,1,1,0,67.5,temp_soiltype,67.72190923
7.8,0,1,1,0,67.5,temp_soiltype,67.32789008
7.9,0,1,1,0,67.5,temp_soiltype,67.65174816
7.1,0,1,1,0,67.5,temp_soiltype,67.40518962
7.11,0,1,1,0,67.5,temp_soiltype,67.5198542
7.12,0,1,1,0,67.5,temp_soiltype,67.57213891
7.13,0,1,1,0,67.5,temp_soiltype,67.51997664
7.14,0,1,1,0,67.5,temp_soiltype,67.28057033
7.15,0,1,1,0,67.5,temp_soiltype,67.42403973
7.16,0,1,1,0,67.5,temp_soiltype,67.73094949
7.17,0,1,1,0,67.5,temp_soiltype,67.52591904
7.18,0,1,1,0,67.5,temp_soiltype,67.37462641
7.19,0,1,1,0,67.5,temp_soiltype,67.40161069
7.2,0,1,1,0,67.5,temp_soiltype,67.65863491
7.21,0,1,1,0,67.5,temp_soiltype,67.55191252
7.22,0,1,1,0,67.5,temp_soiltype,67.36542202
7.23,0,1,1,0,67.5,temp_soiltype,67.50093978
7.24,0,1,1,0,67.5,temp_soiltype,67.58950058
7.25,0,1,1,0,67.5,temp_soiltype,67.75838277
7.26,0,1,1,0,67.5,temp_soiltype,67.36773758
7.27,0,1,1,0,67.5,temp_soiltype,67.44300811
7.28,0,1,1,0,67.5,temp_soiltype,67.6494165
7.29,0,1,1,0,67.5,temp_soiltype,67.43113187
7.3,0,1,1,0,67.5,temp_soiltype,67.71903986
7.31,0,1,1,0,67.5,temp_soiltype,67.65648693
7.32,0,1,1,0,67.5,temp_soiltype,67.25114385
7.33,0,1,1,0,67.5,temp_soiltype,67.56359367
7.34,0,1,1,0,67.5,temp_soiltype,67.28712556
7.35,0,1,1,0,67.5,temp_soiltype,67.28029613
7.36,0,1,1,0,67.5,temp_soiltype,67.51056315
7.37,0,1,1,0,67.5,temp_soiltype,67.50850473
7.38,0,1,1,0,67.5,temp_soiltype,67.49509377
7.39,0,1,1,0,67.5,temp_soiltype,67.68964218
7.4,0,1,1,0,67.5,temp_soiltype,67.54424818
7.41,0,1,1,0,67.5,temp_soiltype,67.39903698
7.42,0,1,1,0,67.5,temp_soiltype,67.51793824
7.43,0,1,1,0,67.5,temp_soiltype,67.42284052
7.44,0,1,1,0,67.5,temp_soiltype,67.48978326
7.45,0,1,1,0,67.5,temp_soiltype,67.32779821
7.46,0,1,1,0,67.5,temp_soiltype,67.48271333
7.47,0,1,1,0,67.5,temp_soiltype,67.51544046
7.48,0,1,1,0,67.5,temp_soiltype,67.39473848
7.49,0,1,1,0,67.5,temp_soiltype,67.50618459
7.5,0,1,1,0,67.5,temp_soiltype,67.40268475
7.51,0,1,1,0,67.5,temp_soiltype,67.40339882
7.52,0,1,1,0,67.5,temp_soiltype,67.46933418
7.53,0,1,1,0,67.5,temp_soiltype,67.57362614
7.54,0,1,1,0,67.5,temp_soiltype,67.46919945
7.55,0,1,1,0,67.5,temp_soiltype,67.5286037
7.56,0,1,1,0,67.5,temp_soiltype,67.64550363
7.57,0,1,1,0,67.5,temp_soiltype,67.45721084
7.58,0,1,1,0,67.5,temp_soiltype,67.48445711
7.59,0,1,1,0,67.5,temp_soiltype,67.57668818
7.6,0,1,1,0,67.5,temp_soiltype,67.31127563
7.61,0,1,1,0,67.5,temp_soiltype,67.5815739
7.62,0,1,1,0,67.5,temp_soiltype,67.41975546
7.63,0,1,1,0,67.5,temp_soiltype,67.3292931
7.64,0,1,1,0,67.5,temp_soiltype,67.23479943
7.65,0,1,1,0,67.5,temp_soiltype,67.39275327
7.66,0,1,1,0,67.5,temp_soiltype,67.32446966
7.67,0,1,1,0,67.5,temp_soiltype,67.32323278
7.68,0,1,1,0,67.5,temp_soiltype,67.7440937
7.69,0,1,1,0,67.5,temp_soiltype,67.318178
7.7,0,1,1,0,67.5,temp_soiltype,67.64962649
7.71,0,1,1,0,67.5,temp_soiltype,67.58178685
7.72,0,1,1,0,67.5,temp_soiltype,67.36728163
7.73,0,1,1,0,67.5,temp_soiltype,67.4083154
7.74,0,1,1,0,67.5,temp_soiltype,67.43847007
7.75,0,1,1,0,67.5,temp_soiltype,67.52856141
7.76,0,1,1,0,67.5,temp_soiltype,67.44775126
7.77,0,1,1,0,67.5,temp_soiltype,67.62402713
7.78,0,1,1,0,67.5,temp_soiltype,67.45609696
7.79,0,1,1,0,67.5,temp_soiltype,67.17519807
7.8,0,1,1,0,67.5,temp_soiltype,67.48556748
7.81,0,1,1,0,67.5,temp_soiltype,67.22220647
7.82,0,1,1,0,67.5,temp_soiltype,67.64067167
7.83,0,1,1,0,67.5,temp_soiltype,67.38784703
7.84,0,1,1,0,67.5,temp_soiltype,67.33271378
7.85,0,1,1,0,67.5,temp_soiltype,67.41127404
7.86,0,1,1,0,67.5,temp_soiltype,67.5877846
7.87,0,1,1,0,67.5,temp_soiltype,67.21221627
7.88,0,1,1,0,67.5,temp_soiltype,67.53807252
7.89,0,1,1,0,67.5,temp_soiltype,67.35416374
7.9,0,1,1,0,67.5,temp_soiltype,67.49872298
7.91,0,1,1,0,67.5,temp_soiltype,67.60185629
7.92,0,1,1,0,67.5,temp_soiltype,67.58544471
7.93,0,1,1,0,67.5,temp_soiltype,67.72544425
7.94,0,1,1,0,67.5,temp_soiltype,67.51936281
7.95,0,1,1,0,67.5,temp_soiltype,67.39482256
7.96,0,1,1,0,67.5,temp_soiltype,67.82305608
7.97,0,1,1,0,67.5,temp_soiltype,67.45451308
7.98,0,1,1,0,67.5,temp_soiltype,67.62113697
7.99,0,1,1,0,67.5,temp_soiltype,67.63964872
8,1,1,1,0,72,den_temp_soiltype,72.06823531
8.1,1,1,1,0,72,den_temp_soiltype,72.2138131
8.2,1,1,1,0,72,den_temp_soiltype,71.96865132
8.3,1,1,1,0,72,den_temp_soiltype,71.81528958
8.4,1,1,1,0,72,den_temp_soiltype,71.94590946
8.5,1,1,1,0,72,den_temp_soiltype,71.91791801
8.6,1,1,1,0,72,den_temp_soiltype,72.0491994
8.7,1,1,1,0,72,den_temp_soiltype,71.86000503
8.8,1,1,1,0,72,den_temp_soiltype,72.10212162
8.9,1,1,1,0,72,den_temp_soiltype,71.82541764
8.1,1,1,1,0,72,den_temp_soiltype,72.26331743
8.11,1,1,1,0,72,den_temp_soiltype,72.2174456
8.12,1,1,1,0,72,den_temp_soiltype,71.93268076
8.13,1,1,1,0,72,den_temp_soiltype,72.02101009
8.14,1,1,1,0,72,den_temp_soiltype,71.94395245
8.15,1,1,1,0,72,den_temp_soiltype,71.81903488
8.16,1,1,1,0,72,den_temp_soiltype,71.6007981
8.17,1,1,1,0,72,den_temp_soiltype,71.99623583
8.18,1,1,1,0,72,den_temp_soiltype,71.99484401
8.19,1,1,1,0,72,den_temp_soiltype,72.24635386
8.2,1,1,1,0,72,den_temp_soiltype,71.70068068
8.21,1,1,1,0,72,den_temp_soiltype,71.90067439
8.22,1,1,1,0,72,den_temp_soiltype,72.1320057
8.23,1,1,1,0,72,den_temp_soiltype,72.05135811
8.24,1,1,1,0,72,den_temp_soiltype,72.01826308
8.25,1,1,1,0,72,den_temp_soiltype,71.90688584
8.26,1,1,1,0,72,den_temp_soiltype,72.03014179
8.27,1,1,1,0,72,den_temp_soiltype,71.9646142
8.28,1,1,1,0,72,den_temp_soiltype,72.01704917
8.29,1,1,1,0,72,den_temp_soiltype,71.91331062
8.3,1,1,1,0,72,den_temp_soiltype,72.17828473
8.31,1,1,1,0,72,den_temp_soiltype,72.15899044
8.32,1,1,1,0,72,den_temp_soiltype,72.20051373
8.33,1,1,1,0,72,den_temp_soiltype,71.94492462
8.34,1,1,1,0,72,den_temp_soiltype,71.95434949
8.35,1,1,1,0,72,den_temp_soiltype,71.94745806
8.36,1,1,1,0,72,den_temp_soiltype,72.20612171
8.37,1,1,1,0,72,den_temp_soiltype,71.95504193
8.38,1,1,1,0,72,den_temp_soiltype,72.01464527
8.39,1,1,1,0,72,den_temp_soiltype,72.0571782
8.4,1,1,1,0,72,den_temp_soiltype,72.10173188
8.41,1,1,1,0,72,den_temp_soiltype,71.95984901
8.42,1,1,1,0,72,den_temp_soiltype,72.35189485
8.43,1,1,1,0,72,den_temp_soiltype,71.8608758
8.44,1,1,1,0,72,den_temp_soiltype,71.78601642
8.45,1,1,1,0,72,den_temp_soiltype,72.0063454
8.46,1,1,1,0,72,den_temp_soiltype,72.26511652
8.47,1,1,1,0,72,den_temp_soiltype,72.00791255
8.48,1,1,1,0,72,den_temp_soiltype,72.01645891
8.49,1,1,1,0,72,den_temp_soiltype,72.12948039
8.5,1,1,1,0,72,den_temp_soiltype,71.98515402
8.51,1,1,1,0,72,den_temp_soiltype,72.01555448
8.52,1,1,1,0,72,den_temp_soiltype,72.18127273
8.53,1,1,1,0,72,den_temp_soiltype,72.0140619
8.54,1,1,1,0,72,den_temp_soiltype,71.88717052
8.55,1,1,1,0,72,den_temp_soiltype,72.05923863
8.56,1,1,1,0,72,den_temp_soiltype,71.83627193
8.57,1,1,1,0,72,den_temp_soiltype,71.78125614
8.58,1,1,1,0,72,den_temp_soiltype,71.98159316
8.59,1,1,1,0,72,den_temp_soiltype,71.83486062
8.6,1,1,1,0,72,den_temp_soiltype,72.08713846
8.61,1,1,1,0,72,den_temp_soiltype,71.97795788
8.62,1,1,1,0,72,den_temp_soiltype,71.88504981
8.63,1,1,1,0,72,den_temp_soiltype,72.24343464
8.64,1,1,1,0,72,den_temp_soiltype,71.98350892
8.65,1,1,1,0,72,den_temp_soiltype,72.21325573
8.66,1,1,1,0,72,den_temp_soiltype,71.98298684
8.67,1,1,1,0,72,den_temp_soiltype,71.95060786
8.68,1,1,1,0,72,den_temp_soiltype,72.05601915
8.69,1,1,1,0,72,den_temp_soiltype,72.15448322
8.7,1,1,1,0,72,den_temp_soiltype,72.40586626
8.71,1,1,1,0,72,den_temp_soiltype,71.84475812
8.72,1,1,1,0,72,den_temp_soiltype,71.97248552
8.73,1,1,1,0,72,den_temp_soiltype,72.1616657
8.74,1,1,1,0,72,den_temp_soiltype,72.05124303
8.75,1,1,1,0,72,den_temp_soiltype,71.97189846
8.76,1,1,1,0,72,den_temp_soiltype,71.80457113
8.77,1,1,1,0,72,den_temp_soiltype,71.95820126
8.78,1,1,1,0,72,den_temp_soiltype,71.97228691
8.79,1,1,1,0,72,den_temp_soiltype,71.98773338
8.8,1,1,1,0,72,den_temp_soiltype,72.24183627
8.81,1,1,1,0,72,den_temp_soiltype,71.93070902
8.82,1,1,1,0,72,den_temp_soiltype,71.76359245
8.83,1,1,1,0,72,den_temp_soiltype,72.07446496
8.84,1,1,1,0,72,den_temp_soiltype,71.98320693
8.85,1,1,1,0,72,den_temp_soiltype,71.96934804
8.86,1,1,1,0,72,den_temp_soiltype,72.09533522
8.87,1,1,1,0,72,den_temp_soiltype,71.56399891
8.88,1,1,1,0,72,den_temp_soiltype,71.91695126
8.89,1,1,1,0,72,den_temp_soiltype,71.97698223
8.9,1,1,1,0,72,den_temp_soiltype,72.09079358
8.91,1,1,1,0,72,den_temp_soiltype,71.96084901
8.92,1,1,1,0,72,den_temp_soiltype,71.84922923
8.93,1,1,1,0,72,den_temp_soiltype,72.05588492
8.94,1,1,1,0,72,den_temp_soiltype,72.00291693
8.95,1,1,1,0,72,den_temp_soiltype,72.01657932
8.96,1,1,1,0,72,den_temp_soiltype,72.17348557
8.97,1,1,1,0,72,den_temp_soiltype,71.91866693
8.98,1,1,1,0,72,den_temp_soiltype,71.81261981
8.99,1,1,1,0,72,den_temp_soiltype,71.80799811
9,0,0,0,1,52.5,soiltreat,52.34641008
9.1,0,0,0,1,52.5,soiltreat,52.29185241
9.2,0,0,0,1,52.5,soiltreat,52.49261683
9.3,0,0,0,1,52.5,soiltreat,52.77164411
9.4,0,0,0,1,52.5,soiltreat,52.48507349
9.5,0,0,0,1,52.5,soiltreat,52.61658557
9.6,0,0,0,1,52.5,soiltreat,52.33461055
9.7,0,0,0,1,52.5,soiltreat,52.46675328
9.8,0,0,0,1,52.5,soiltreat,52.58491424
9.9,0,0,0,1,52.5,soiltreat,52.4467561
9.1,0,0,0,1,52.5,soiltreat,52.61778939
9.11,0,0,0,1,52.5,soiltreat,52.60410711
9.12,0,0,0,1,52.5,soiltreat,52.40509052
9.13,0,0,0,1,52.5,soiltreat,52.3842062
9.14,0,0,0,1,52.5,soiltreat,52.85367261
9.15,0,0,0,1,52.5,soiltreat,52.4711176
9.16,0,0,0,1,52.5,soiltreat,52.5009929
9.17,0,0,0,1,52.5,soiltreat,52.4918181
9.18,0,0,0,1,52.5,soiltreat,52.41476897
9.19,0,0,0,1,52.5,soiltreat,52.36095361
9.2,0,0,0,1,52.5,soiltreat,52.32963972
9.21,0,0,0,1,52.5,soiltreat,52.63709435
9.22,0,0,0,1,52.5,soiltreat,52.35209058
9.23,0,0,0,1,52.5,soiltreat,52.60012281
9.24,0,0,0,1,52.5,soiltreat,52.71098932
9.25,0,0,0,1,52.5,soiltreat,52.67366684
9.26,0,0,0,1,52.5,soiltreat,52.47918702
9.27,0,0,0,1,52.5,soiltreat,52.41910172
9.28,0,0,0,1,52.5,soiltreat,52.33816598
9.29,0,0,0,1,52.5,soiltreat,52.49721568
9.3,0,0,0,1,52.5,soiltreat,52.46510765
9.31,0,0,0,1,52.5,soiltreat,52.52344403
9.32,0,0,0,1,52.5,soiltreat,52.40939854
9.33,0,0,0,1,52.5,soiltreat,52.59435527
9.34,0,0,0,1,52.5,soiltreat,52.60712544
9.35,0,0,0,1,52.5,soiltreat,52.66138292
9.36,0,0,0,1,52.5,soiltreat,52.83746333
9.37,0,0,0,1,52.5,soiltreat,52.52968359
9.38,0,0,0,1,52.5,soiltreat,52.41366805
9.39,0,0,0,1,52.5,soiltreat,52.48840187
9.4,0,0,0,1,52.5,soiltreat,52.25581202
9.41,0,0,0,1,52.5,soiltreat,52.51948847
9.42,0,0,0,1,52.5,soiltreat,52.43614903
9.43,0,0,0,1,52.5,soiltreat,52.56090176
9.44,0,0,0,1,52.5,soiltreat,52.45967847
9.45,0,0,0,1,52.5,soiltreat,52.29285232
9.46,0,0,0,1,52.5,soiltreat,52.5054875
9.47,0,0,0,1,52.5,soiltreat,52.29701332
9.48,0,0,0,1,52.5,soiltreat,52.63455093
9.49,0,0,0,1,52.5,soiltreat,52.22559604
9.5,0,0,0,1,52.5,soiltreat,52.47871846
9.51,0,0,0,1,52.5,soiltreat,52.56869727
9.52,0,0,0,1,52.5,soiltreat,52.27205737
9.53,0,0,0,1,52.5,soiltreat,52.7098583
9.54,0,0,0,1,52.5,soiltreat,52.36719912
9.55,0,0,0,1,52.5,soiltreat,52.42405046
9.56,0,0,0,1,52.5,soiltreat,52.52449982
9.57,0,0,0,1,52.5,soiltreat,52.44942842
9.58,0,0,0,1,52.5,soiltreat,52.34460727
9.59,0,0,0,1,52.5,soiltreat,52.56140069
9.6,0,0,0,1,52.5,soiltreat,52.42136648
9.61,0,0,0,1,52.5,soiltreat,52.57597506
9.62,0,0,0,1,52.5,soiltreat,52.42429157
9.63,0,0,0,1,52.5,soiltreat,52.35641245
9.64,0,0,0,1,52.5,soiltreat,52.48580485
9.65,0,0,0,1,52.5,soiltreat,52.5974159
9.66,0,0,0,1,52.5,soiltreat,52.53634827
9.67,0,0,0,1,52.5,soiltreat,52.49115989
9.68,0,0,0,1,52.5,soiltreat,52.20783089
9.69,0,0,0,1,52.5,soiltreat,52.71771654
9.7,0,0,0,1,52.5,soiltreat,52.49400905
9.71,0,0,0,1,52.5,soiltreat,52.37040035
9.72,0,0,0,1,52.5,soiltreat,52.46974646
9.73,0,0,0,1,52.5,soiltreat,52.53918833
9.74,0,0,0,1,52.5,soiltreat,52.27224729
9.75,0,0,0,1,52.5,soiltreat,52.60759629
9.76,0,0,0,1,52.5,soiltreat,52.53702491
9.77,0,0,0,1,52.5,soiltreat,52.68041506
9.78,0,0,0,1,52.5,soiltreat,52.64790589
9.79,0,0,0,1,52.5,soiltreat,52.41930891
9.8,0,0,0,1,52.5,soiltreat,52.42645759
9.81,0,0,0,1,52.5,soiltreat,52.35067257
9.82,0,0,0,1,52.5,soiltreat,52.44574456
9.83,0,0,0,1,52.5,soiltreat,52.64165322
9.84,0,0,0,1,52.5,soiltreat,52.76883105
9.85,0,0,0,1,52.5,soiltreat,52.63926141
9.86,0,0,0,1,52.5,soiltreat,52.22550935
9.87,0,0,0,1,52.5,soiltreat,52.62328172
9.88,0,0,0,1,52.5,soiltreat,52.65544031
9.89,0,0,0,1,52.5,soiltreat,52.59261302
9.9,0,0,0,1,52.5,soiltreat,52.37176045
9.91,0,0,0,1,52.5,soiltreat,52.65967658
9.92,0,0,0,1,52.5,soiltreat,52.60942222
9.93,0,0,0,1,52.5,soiltreat,52.59939849
9.94,0,0,0,1,52.5,soiltreat,52.44278892
9.95,0,0,0,1,52.5,soiltreat,52.62688377
9.96,0,0,0,1,52.5,soiltreat,52.51673878
9.97,0,0,0,1,52.5,soiltreat,52.48983446
9.98,0,0,0,1,52.5,soiltreat,52.72306471
9.99,0,0,0,1,52.5,soiltreat,52.61358351
10,1,0,0,1,42.5,den_soiltreat,42.06889363
10.1,1,0,0,1,42.5,den_soiltreat,42.43601863
10.2,1,0,0,1,42.5,den_soiltreat,42.27688906
10.3,1,0,0,1,42.5,den_soiltreat,42.58831875
10.4,1,0,0,1,42.5,den_soiltreat,42.43361007
10.5,1,0,0,1,42.5,den_soiltreat,42.63519572
10.6,1,0,0,1,42.5,den_soiltreat,42.57017425
10.7,1,0,0,1,42.5,den_soiltreat,42.50330605
10.8,1,0,0,1,42.5,den_soiltreat,42.48723383
10.9,1,0,0,1,42.5,den_soiltreat,42.44580993
10.1,1,0,0,1,42.5,den_soiltreat,42.52992598
10.11,1,0,0,1,42.5,den_soiltreat,42.33376186
10.12,1,0,0,1,42.5,den_soiltreat,42.60091911
10.13,1,0,0,1,42.5,den_soiltreat,42.44088295
10.14,1,0,0,1,42.5,den_soiltreat,42.38840486
10.15,1,0,0,1,42.5,den_soiltreat,42.45108298
10.16,1,0,0,1,42.5,den_soiltreat,42.78120032
10.17,1,0,0,1,42.5,den_soiltreat,42.23630013
10.18,1,0,0,1,42.5,den_soiltreat,42.44767086
10.19,1,0,0,1,42.5,den_soiltreat,42.51598838
10.2,1,0,0,1,42.5,den_soiltreat,42.41935118
10.21,1,0,0,1,42.5,den_soiltreat,42.43830963
10.22,1,0,0,1,42.5,den_soiltreat,42.55735225
10.23,1,0,0,1,42.5,den_soiltreat,42.53337711
10.24,1,0,0,1,42.5,den_soiltreat,42.39893682
10.25,1,0,0,1,42.5,den_soiltreat,42.58511494
10.26,1,0,0,1,42.5,den_soiltreat,42.52692255
10.27,1,0,0,1,42.5,den_soiltreat,42.60295126
10.28,1,0,0,1,42.5,den_soiltreat,42.30091045
10.29,1,0,0,1,42.5,den_soiltreat,42.38481253
10.3,1,0,0,1,42.5,den_soiltreat,42.47109462
10.31,1,0,0,1,42.5,den_soiltreat,42.64385768
10.32,1,0,0,1,42.5,den_soiltreat,42.4206453
10.33,1,0,0,1,42.5,den_soiltreat,42.34506695
10.34,1,0,0,1,42.5,den_soiltreat,42.61576182
10.35,1,0,0,1,42.5,den_soiltreat,42.5698035
10.36,1,0,0,1,42.5,den_soiltreat,42.31614934
10.37,1,0,0,1,42.5,den_soiltreat,42.80700159
10.38,1,0,0,1,42.5,den_soiltreat,42.72480117
10.39,1,0,0,1,42.5,den_soiltreat,42.29165764
10.4,1,0,0,1,42.5,den_soiltreat,42.82300647
10.41,1,0,0,1,42.5,den_soiltreat,42.24063249
10.42,1,0,0,1,42.5,den_soiltreat,42.51530637
10.43,1,0,0,1,42.5,den_soiltreat,42.32880813
10.44,1,0,0,1,42.5,den_soiltreat,42.44344864
10.45,1,0,0,1,42.5,den_soiltreat,42.44768269
10.46,1,0,0,1,42.5,den_soiltreat,42.54843276
10.47,1,0,0,1,42.5,den_soiltreat,42.33134906
10.48,1,0,0,1,42.5,den_soiltreat,42.08644254
10.49,1,0,0,1,42.5,den_soiltreat,42.48562834
10.5,1,0,0,1,42.5,den_soiltreat,42.38799503
10.51,1,0,0,1,42.5,den_soiltreat,42.53161721
10.52,1,0,0,1,42.5,den_soiltreat,42.37272353
10.53,1,0,0,1,42.5,den_soiltreat,42.61883971
10.54,1,0,0,1,42.5,den_soiltreat,42.50437811
10.55,1,0,0,1,42.5,den_soiltreat,42.5905082
10.56,1,0,0,1,42.5,den_soiltreat,42.35075898
10.57,1,0,0,1,42.5,den_soiltreat,42.46830013
10.58,1,0,0,1,42.5,den_soiltreat,42.55160316
10.59,1,0,0,1,42.5,den_soiltreat,42.48659322
10.6,1,0,0,1,42.5,den_soiltreat,42.74810562
10.61,1,0,0,1,42.5,den_soiltreat,42.20556369
10.62,1,0,0,1,42.5,den_soiltreat,42.61341883
10.63,1,0,0,1,42.5,den_soiltreat,42.5021628
10.64,1,0,0,1,42.5,den_soiltreat,42.64185707
10.65,1,0,0,1,42.5,den_soiltreat,42.48517873
10.66,1,0,0,1,42.5,den_soiltreat,42.08903686
10.67,1,0,0,1,42.5,den_soiltreat,42.56304588
10.68,1,0,0,1,42.5,den_soiltreat,42.46724311
10.69,1,0,0,1,42.5,den_soiltreat,42.3515967
10.7,1,0,0,1,42.5,den_soiltreat,42.40152967
10.71,1,0,0,1,42.5,den_soiltreat,42.50834953
10.72,1,0,0,1,42.5,den_soiltreat,42.86780952
10.73,1,0,0,1,42.5,den_soiltreat,42.52822604
10.74,1,0,0,1,42.5,den_soiltreat,42.35304554
10.75,1,0,0,1,42.5,den_soiltreat,42.78554157
10.76,1,0,0,1,42.5,den_soiltreat,42.43422203
10.77,1,0,0,1,42.5,den_soiltreat,42.37554109
10.78,1,0,0,1,42.5,den_soiltreat,42.3129153
10.79,1,0,0,1,42.5,den_soiltreat,42.39892863
10.8,1,0,0,1,42.5,den_soiltreat,42.79027509
10.81,1,0,0,1,42.5,den_soiltreat,42.63598422
10.82,1,0,0,1,42.5,den_soiltreat,42.61047902
10.83,1,0,0,1,42.5,den_soiltreat,42.5219938
10.84,1,0,0,1,42.5,den_soiltreat,42.54246812
10.85,1,0,0,1,42.5,den_soiltreat,42.58839151
10.86,1,0,0,1,42.5,den_soiltreat,42.53237742
10.87,1,0,0,1,42.5,den_soiltreat,42.52325799
10.88,1,0,0,1,42.5,den_soiltreat,42.643074
10.89,1,0,0,1,42.5,den_soiltreat,42.47512209
10.9,1,0,0,1,42.5,den_soiltreat,42.53825056
10.91,1,0,0,1,42.5,den_soiltreat,42.36537915
10.92,1,0,0,1,42.5,den_soiltreat,42.73759552
10.93,1,0,0,1,42.5,den_soiltreat,42.70891379
10.94,1,0,0,1,42.5,den_soiltreat,42.22816127
10.95,1,0,0,1,42.5,den_soiltreat,42.46755205
10.96,1,0,0,1,42.5,den_soiltreat,42.58247841
10.97,1,0,0,1,42.5,den_soiltreat,42.57241044
10.98,1,0,0,1,42.5,den_soiltreat,42.61412731
10.99,1,0,0,1,42.5,den_soiltreat,42.4331513
11,0,1,0,1,58.5,temp_soiltreat,58.31919999
11.1,0,1,0,1,58.5,temp_soiltreat,58.54522001
11.2,0,1,0,1,58.5,temp_soiltreat,58.26912822
11.3,0,1,0,1,58.5,temp_soiltreat,58.59530561
11.4,0,1,0,1,58.5,temp_soiltreat,58.60544277
11.5,0,1,0,1,58.5,temp_soiltreat,58.21411757
11.6,0,1,0,1,58.5,temp_soiltreat,58.64083822
11.7,0,1,0,1,58.5,temp_soiltreat,58.46632618
11.8,0,1,0,1,58.5,temp_soiltreat,58.39892748
11.9,0,1,0,1,58.5,temp_soiltreat,58.56686812
11.1,0,1,0,1,58.5,temp_soiltreat,58.69209257
11.11,0,1,0,1,58.5,temp_soiltreat,58.73476952
11.12,0,1,0,1,58.5,temp_soiltreat,58.31991809
11.13,0,1,0,1,58.5,temp_soiltreat,58.43434576
11.14,0,1,0,1,58.5,temp_soiltreat,58.52195722
11.15,0,1,0,1,58.5,temp_soiltreat,58.50990286
11.16,0,1,0,1,58.5,temp_soiltreat,58.4332446
11.17,0,1,0,1,58.5,temp_soiltreat,58.14868314
11.18,0,1,0,1,58.5,temp_soiltreat,58.45824264
11.19,0,1,0,1,58.5,temp_soiltreat,58.32272946
11.2,0,1,0,1,58.5,temp_soiltreat,58.50496879
11.21,0,1,0,1,58.5,temp_soiltreat,58.37434245
11.22,0,1,0,1,58.5,temp_soiltreat,58.48235834
11.23,0,1,0,1,58.5,temp_soiltreat,58.38877161
11.24,0,1,0,1,58.5,temp_soiltreat,58.43874795
11.25,0,1,0,1,58.5,temp_soiltreat,58.44333439
11.26,0,1,0,1,58.5,temp_soiltreat,58.69925501
11.27,0,1,0,1,58.5,temp_soiltreat,58.60746545
11.28,0,1,0,1,58.5,temp_soiltreat,58.46515662
11.29,0,1,0,1,58.5,temp_soiltreat,58.31606596
11.3,0,1,0,1,58.5,temp_soiltreat,58.65713071
11.31,0,1,0,1,58.5,temp_soiltreat,58.28453892
11.32,0,1,0,1,58.5,temp_soiltreat,58.32262966
11.33,0,1,0,1,58.5,temp_soiltreat,58.38356927
11.34,0,1,0,1,58.5,temp_soiltreat,58.35415297
11.35,0,1,0,1,58.5,temp_soiltreat,58.36445137
11.36,0,1,0,1,58.5,temp_soiltreat,58.69308059
11.37,0,1,0,1,58.5,temp_soiltreat,58.48407186
